"","488233145","488629332","488629959","488632429","488632430","488632434","488632479","488632482","488632496","488632505","488632526","488632547","488632548","488632554","488632555","488632564","488633707","488634009","488634262","488634263"
"375300681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"302202875",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"149947716",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
"158139259",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"260864072",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"222454905",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"325481902",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"212677485",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"227236703",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0
"325479859",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"256797401",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"227218590",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"256399903",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"169259679",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"316902233",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"167652523",0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1
"507809314",1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1
"167669081",1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1
"150274920",0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1
"217992930",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"543003571",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"260542684",1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"225040820",0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
"545410898",1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"255269445",0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"500582679",0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1
"292810617",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"291517793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"302669375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"302393848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"548795119",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"311776282",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"312179424",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"312201595",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"343963553",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"302573591",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"311774134",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"145408662",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"343178558",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"380334880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380335274",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380337783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380343300",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380343392",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380340959",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342329142",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"345505723",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380343023",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346983467",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346984888",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169637064",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"214036062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"77996112",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"554921781",0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1
"485597389",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"239516426",0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"551693852",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"551690997",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"652501991",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"404345015",0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
"639702701",0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1
"639720586",0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
"639728735",1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"639737565",1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
"639745011",0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1
"639753673",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"639768806",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
"647165193",0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1
"647121345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"646319029",1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1
"646313201",0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1
"496550426",0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"289185409",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"226914578",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"354823573",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"589398610",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
